Unnamed: 0,timestamp,cell_id,latency_ms,packet_loss_rate_percent,load_percent,active_users,spectrum_mhz,source_cell_id,target_cell_id,handover_attempts,handover_failures,rsrp_dBm,rsrq_dB,sinr_dB,spectrum_utilization_percent,congestion_level_percent,year,month,week,daily,hour,dayofweek,lag_1,lag_3,sin_day_of_week,cos_day_of_week,band_Band1,band_Band2,band_Band3,issue_description_Equipment failure,issue_description_Network instability,issue_description_Overload,issue_description_Signal loss,traffic_mbps,model_prediction,available_capacity,Calculated_total_capacity(Mbps),Capacity_Allocated(Mbps)
302,1/13/2024 14:00,Cell97,73,3.249111683,76.2587601,2824,44,Cell3,Cell14,0,0,-96,-3.824182729,12.30540198,81.53746574,0.925316564,2024,1,2,13,14,5,163.1760983,117.1092941,-0.974927912,-0.222520934,0,1,0,0,1,0,0,216.3265972,207.97636,37305009.97,6061.149813,4308.34211
303,1/13/2024 15:00,Cell92,126,4.704677381,62.08048249,1227,22,Cell23,Cell71,12,0,-111,-13.14272672,0.0348615,13.42692236,62.43866577,2024,1,2,13,15,5,138.7377765,170.3003957,-0.974927912,-0.222520934,0,0,1,0,1,0,0,158.0538693,146.15903,549518.5866,759.0424135,506.7740666
304,1/13/2024 16:00,Cell52,197,3.566837768,60.34357084,4237,58,Cell73,Cell6,3,4,-88,-3.630304347,-7.453765937,50.02010897,0.120533621,2024,1,2,13,16,5,179.232578,129.3422234,-0.974927912,-0.222520934,0,1,0,0,0,0,1,213.2628741,202.08162,8287232.312,2909.028309,1994.158187
305,1/13/2024 17:00,Cell37,88,3.981509482,34.36671015,2454,12,Cell33,Cell34,0,6,-64,-1.462086691,37.79513903,12.18962771,79.9358774,2024,1,2,13,17,5,170.5971991,119.0486401,-0.974927912,-0.222520934,0,0,1,1,0,0,0,117.15998,116.014626,140355.7989,373.3610644,263.1475764
306,1/13/2024 18:00,Cell8,177,4.522955079,44.32470062,4911,23,Cell36,Cell88,4,8,-79,-12.09944005,-1.293096422,39.41923467,29.41568729,2024,1,2,13,18,5,141.9285424,130.8526883,-0.974927912,-0.222520934,0,1,0,1,0,0,0,191.8079915,182.83379,2831818.772,1664.50184,1190.910753
307,1/13/2024 19:00,Cell44,170,3.375259591,76.65283902,4305,43,Cell64,Cell25,15,8,-69,-15.37823708,30.40186751,93.59100066,83.90556234,2024,1,2,13,19,5,135.2187899,235.3580516,-0.974927912,-0.222520934,0,0,1,0,1,0,0,234.216234,239.15791,49396190.64,7004.772068,4936.253901
308,1/13/2024 20:00,Cell98,139,1.450768175,83.4755898,767,54,Cell12,Cell41,18,9,-58,-1.13080858,16.92076627,54.99011495,71.90297688,2024,1,2,13,20,5,233.5245303,142.443067,-0.974927912,-0.222520934,0,0,1,1,0,0,0,173.5677955,184.96684,19958835.45,4452.866573,3137.570952
309,1/13/2024 21:00,Cell5,66,4.348868998,61.74712086,3383,18,Cell62,Cell89,11,7,-106,-18.90491796,36.03089903,15.97428904,9.494128849,2024,1,2,13,21,5,264.6211356,112.5873163,-0.974927912,-0.222520934,1,0,0,0,0,1,0,182.255622,189.58133,840361.0614,909.6449459,646.6839019
310,1/13/2024 22:00,Cell69,168,3.737890597,51.20060378,2424,19,Cell26,Cell50,8,10,-113,-10.33320336,31.08984877,51.59143541,14.62753836,2024,1,2,13,22,5,181.5867427,131.1616727,-0.974927912,-0.222520934,1,0,0,1,0,0,0,145.7073213,151.67252,6421555.649,2539.720604,1769.914748
311,1/13/2024 23:00,Cell31,39,2.12218802,33.59659248,3424,17,Cell37,Cell79,5,1,-83,-4.415064026,2.101342912,18.41964069,56.68161336,2024,1,2,13,23,5,199.3653261,153.5417769,-0.974927912,-0.222520934,0,1,0,0,1,0,0,126.4240067,133.6238,345493.7867,567.8209289,425.918874
312,1/14/2024 0:00,Cell45,170,3.552645863,70.93071156,4548,38,Cell48,Cell42,8,0,-93,-19.08165932,39.50730201,94.65188201,84.47533691,2024,1,2,14,0,6,188.6610813,274.2516217,-0.781831482,0.623489802,1,0,0,0,0,1,0,239.8268714,234.75789,41526719.08,6549.142748,4438.550887
313,1/14/2024 1:00,Cell9,168,4.338444386,46.70679664,713,48,Cell74,Cell67,1,2,-119,-7.191783039,9.556611282,12.41526114,52.78105744,2024,1,2,14,1,6,231.4277896,186.791895,-0.781831482,0.623489802,0,0,1,0,0,1,0,107.4720084,104.32093,276219.4424,521.7550197,370.5831326
314,1/14/2024 2:00,Cell32,40,4.878260657,33.3008229,85,42,Cell44,Cell100,0,0,-118,-3.219305007,30.69096731,61.25211375,24.87778343,2024,1,2,14,2,6,129.6183574,189.6653654,-0.781831482,0.623489802,0,1,0,0,1,0,0,74.51964661,64.42969,3723455.015,1946.192856,1339.239584
315,1/14/2024 3:00,Cell33,20,4.76175752,69.95110375,1578,32,Cell11,Cell66,9,0,-96,-14.03914725,39.25782159,17.34598762,54.77776069,2024,1,2,14,3,6,199.1059043,109.7482261,-0.781831482,0.623489802,0,0,1,1,0,0,0,180.260173,174.64494,1271066.565,1127.073888,789.4305821
316,1/14/2024 4:00,Cell67,162,1.626639134,59.14318761,2016,17,Cell83,Cell22,2,7,-87,-13.79350848,5.292239963,40.23106748,37.01266729,2024,1,2,14,4,6,91.50496614,276.1783497,-0.781831482,0.623489802,1,0,0,0,0,1,0,168.484533,159.26283,5240376.956,2281.019317,1608.1687
317,1/14/2024 5:00,Cell30,36,2.108468569,30.71772898,3486,49,Cell69,Cell28,17,2,-85,-19.32367564,27.29646944,75.28169345,90.43036347,2024,1,2,14,5,6,220.32499,239.2363384,-0.781831482,0.623489802,1,0,0,1,0,0,0,139.8987382,130.75932,5037731.512,2207.483234,1597.480789
318,1/14/2024 6:00,Cell76,70,0.547683025,36.65544235,3427,47,Cell24,Cell96,11,1,-69,-8.979733216,-1.373688879,64.83137878,16.94664997,2024,1,2,14,6,6,203.317415,167.3374262,-0.781831482,0.623489802,0,0,1,0,0,0,1,146.1820206,136.79167,5172683.066,2275.936046,1590.940199
319,1/14/2024 7:00,Cell29,33,1.237721435,71.95211575,3714,32,Cell99,Cell89,14,5,-102,-18.77116122,19.80004108,38.11529812,33.68008063,2024,1,2,14,7,6,78.04243959,155.6203375,-0.781831482,0.623489802,1,0,0,0,1,0,0,217.0238245,216.50098,7087111.59,2633.408928,1883.861659
320,1/14/2024 8:00,Cell3,78,4.412106042,33.82027998,4739,59,Cell92,Cell1,13,0,-59,-19.9555757,10.66442772,17.29514794,5.223554449,2024,1,2,14,8,6,221.9964782,192.2808682,-0.781831482,0.623489802,1,0,0,0,1,0,0,164.3802567,157.3231,297403.6995,534.8113178,389.2636202
321,1/14/2024 9:00,Cell90,102,1.804249631,81.95778389,1271,45,Cell94,Cell44,9,1,-69,-17.46173685,6.338825359,93.35798712,50.0923321,2024,1,2,14,9,6,138.0974274,210.3346321,-0.781831482,0.623489802,0,0,1,0,0,1,0,195.6654951,198.12778,54744382.52,7477.097962,5125.125812
322,1/14/2024 10:00,Cell57,69,3.102763293,48.67957665,3813,52,Cell19,Cell23,5,3,-91,-11.30677561,-5.270950253,64.12353303,12.76578084,2024,1,2,14,10,6,162.5967547,153.9077814,-0.781831482,0.623489802,1,0,0,1,0,0,0,181.5702434,174.56816,9059879.494,3009.703331,2107.156403
323,1/14/2024 11:00,Cell30,143,3.329828092,35.31998823,1624,29,Cell70,Cell5,19,6,-110,-5.065710594,-1.823657387,91.24851765,11.72013475,2024,1,2,14,11,6,139.8987382,188.4661093,-0.781831482,0.623489802,0,1,0,0,1,0,0,112.2493458,103.74821,9348219.062,3097.328063,2112.709151
324,1/14/2024 12:00,Cell9,53,3.909146376,75.58544269,2408,57,Cell56,Cell99,19,1,-112,-6.49765481,37.17862847,75.40428222,33.7816734,2024,1,2,14,12,6,107.4720084,138.9197483,-0.781831482,0.623489802,1,0,0,0,0,1,0,203.9429994,199.07771,30520926.95,5549.476328,3849.849537
325,1/14/2024 13:00,Cell26,25,0.914000151,61.46563407,4845,21,Cell49,Cell75,11,3,-101,-13.75299629,20.93415952,45.99791912,98.72655531,2024,1,2,14,13,6,213.7474809,119.7118329,-0.781831482,0.623489802,0,1,0,0,1,0,0,220.6303391,220.88737,7301823.644,2720.827711,1878.57413
326,1/14/2024 14:00,Cell2,128,1.524065673,48.39840194,2851,45,Cell83,Cell15,8,3,-117,-13.5802739,-2.353466253,92.1023498,40.73971359,2024,1,2,14,14,6,176.7085724,250.5032004,-0.781831482,0.623489802,1,0,0,0,1,0,0,163.1842381,149.74945,18537257.45,4318.105794,3005.039904
327,1/14/2024 15:00,Cell62,68,2.241681707,54.3659005,1397,18,Cell57,Cell69,3,7,-52,-6.847925823,13.96107775,17.94616222,47.70433124,2024,1,2,14,15,6,113.3354058,120.0126008,-0.781831482,0.623489802,1,0,0,1,0,0,0,145.8443002,134.15535,823760.7865,904.3472067,637.6229686
328,1/14/2024 16:00,Cell3,25,1.824205306,31.28474374,1965,42,Cell95,Cell4,3,6,-68,-5.853261953,26.73351463,27.52836252,10.09158041,2024,1,2,14,16,6,164.3802567,188.3215667,-0.781831482,0.623489802,0,0,1,0,0,0,1,101.4205442,100.82743,723365.3095,803.4046608,630.2623589
329,1/14/2024 17:00,Cell46,136,4.914526164,69.76191225,4156,15,Cell11,Cell44,1,6,-53,-5.542396763,30.22623572,69.55888988,95.83076134,2024,1,2,14,17,6,246.7946015,94.09263867,-0.781831482,0.623489802,1,0,0,0,0,0,1,225.6169923,222.97865,22150689.8,4714.24037,3289.073455
330,1/14/2024 18:00,Cell68,137,4.174704016,51.94642134,3241,41,Cell63,Cell74,6,8,-111,-16.83193412,26.72451542,94.56724795,70.43671879,2024,1,2,14,18,6,188.8357955,188.4769325,-0.781831482,0.623489802,0,1,0,1,0,0,0,174.8981856,168.64601,22626269.82,4766.916437,3322.564824
331,1/14/2024 19:00,Cell25,26,2.398433773,72.84225418,1530,10,Cell81,Cell73,10,2,-55,-18.69804806,-2.038408201,84.65879791,3.605149024,2024,1,2,14,19,6,248.9819683,141.4245093,-0.781831482,0.623489802,1,0,0,0,1,0,0,174.9460905,178.4701,36141720.4,6010.236624,4209.352453
332,1/14/2024 20:00,Cell51,116,4.39634313,67.69026876,774,33,Cell17,Cell33,15,2,-66,-9.908580263,36.25673237,40.92809895,75.45575233,2024,1,2,14,20,6,229.2107045,122.2870047,-0.781831482,0.623489802,0,1,0,0,0,1,0,157.44809,155.71979,7160518.698,2662.81565,1882.354525
333,1/14/2024 21:00,Cell13,198,1.738264738,69.07525115,2461,38,Cell15,Cell60,9,9,-111,-12.02640379,14.85161169,18.19290696,85.69996867,2024,1,2,14,21,6,187.9913813,205.1290921,-0.781831482,0.623489802,0,1,0,0,0,1,0,179.5996118,185.11601,1332080.857,1170.411459,796.6912768
334,1/14/2024 22:00,Cell44,137,3.929141619,77.57356266,115,17,Cell70,Cell70,14,8,-74,-1.414429941,24.76583521,47.03434358,17.39782233,2024,1,2,14,22,6,234.216234,182.3530948,-0.781831482,0.623489802,1,0,0,0,1,0,0,157.0701597,159.39339,12595303.56,3525.013692,2501.185317
335,1/14/2024 23:00,Cell35,148,1.118377991,67.8694847,1349,22,Cell62,Cell46,1,1,-55,-19.88483116,4.11960729,83.54022879,96.3591105,2024,1,2,14,23,6,130.3046941,258.1568922,-0.781831482,0.623489802,1,0,0,0,0,0,1,162.3712194,167.53584,30509176.69,5519.422566,3869.322095
336,1/15/2024 0:00,Cell55,160,3.861610226,55.12355575,2745,34,Cell32,Cell27,11,2,-97,-3.821123386,21.80516525,80.6876447,78.32277166,2024,1,3,15,0,0,160.3271486,178.7495056,0,1,0,0,1,0,0,1,0,168.8402526,161.29861,18614185.13,4312.978681,3021.097612
337,1/15/2024 1:00,Cell87,190,2.282267016,53.3956537,3243,38,Cell40,Cell28,14,8,-75,-0.16238334,16.36822717,14.17309967,86.70030941,2024,1,3,15,1,0,118.6678293,133.2551212,0,1,0,1,0,0,0,1,0,163.9795676,173.40735,470962.2019,690.2131686,477.6401789
338,1/15/2024 2:00,Cell9,46,0.537496605,37.17492641,2847,33,Cell11,Cell46,10,9,-113,-2.992395393,-0.050265008,48.77670574,52.23631986,2024,1,3,15,2,0,203.9429994,231.4277896,0,1,0,1,0,0,1,0,0,123.3540615,126.04312,2901441.407,1728.318814,1175.135611
339,1/15/2024 3:00,Cell2,135,1.366312273,76.76660479,626,36,Cell13,Cell34,9,5,-109,-3.704468374,34.92854715,46.57420746,70.18292722,2024,1,3,15,3,0,163.1842381,130.2515884,0,1,0,1,0,1,0,0,0,174.0651058,166.37881,12178523.36,3453.002965,2468.855786
340,1/15/2024 4:00,Cell61,150,2.01137312,75.66650651,4618,60,Cell81,Cell29,2,4,-119,-19.55052067,21.85636534,35.28953693,63.52358334,2024,1,3,15,4,0,138.6522572,177.9385089,0,1,0,0,1,0,1,0,0,239.7678423,246.10632,6687048.586,2560.279932,1828.289927
341,1/15/2024 5:00,Cell41,77,3.746464558,44.77790203,1639,35,Cell28,Cell96,7,8,-112,-2.691854021,6.710205296,19.21215155,93.00471975,2024,1,3,15,5,0,214.1652414,203.2781785,0,1,0,1,0,0,1,0,0,118.8742516,124.889725,668682.2816,797.2897862,587.0859068
342,1/15/2024 6:00,Cell44,108,0.364913574,81.76091476,2222,29,Cell82,Cell55,20,6,-92,-8.317124249,20.39850343,57.74425758,65.99880928,2024,1,3,15,6,0,157.0701597,135.2187899,0,1,0,1,0,0,1,0,0,213.4990605,202.4249,20990786.75,4582.71815,3206.295968
343,1/15/2024 7:00,Cell64,116,3.297734975,65.34019547,2945,13,Cell28,Cell57,19,1,-98,-6.920268406,33.42258305,54.01657794,14.46918112,2024,1,3,15,7,0,251.1106219,110.9265186,0,1,0,1,0,0,0,1,0,187.8785717,194.1781,11946598.04,3411.096987,2451.59216
344,1/15/2024 8:00,Cell31,36,3.580068205,58.72121054,2421,31,Cell48,Cell22,19,9,-88,-12.06106332,17.73225913,64.2438232,1.617722195,2024,1,3,15,8,0,126.4240067,131.9743752,0,1,0,1,0,0,0,1,0,172.5208962,165.47618,13251929.88,3650.510034,2541.11092
345,1/15/2024 9:00,Cell47,192,3.26960685,31.0497781,4727,16,Cell55,Cell15,4,8,-105,-1.119951655,10.92595206,64.05217657,28.41731497,2024,1,3,15,9,0,138.7479253,85.19258325,0,1,0,0,1,0,1,0,0,154.6689308,157.41122,3605270.16,1894.703915,1331.970179
346,1/15/2024 10:00,Cell2,120,3.803348191,52.96447115,236,27,Cell16,Cell27,10,10,-112,-9.538531531,22.33794042,29.18333229,18.64431521,2024,1,3,15,10,0,174.0651058,176.7085724,0,1,0,1,0,0,1,0,0,115.8609376,110.88159,2123604.273,1464.531958,1015.015741
347,1/15/2024 11:00,Cell96,48,0.89084308,68.44024609,3057,19,Cell36,Cell74,11,5,-85,-7.647181099,7.002061602,68.0097984,26.91329379,2024,1,3,15,11,0,244.2024586,234.771903,0,1,0,1,0,0,0,1,0,198.5266913,200.66618,20420114.7,4519.157295,3162.996851
348,1/15/2024 12:00,Cell82,121,2.935516775,35.38487026,967,40,Cell40,Cell89,19,2,-66,-15.8217069,17.55461125,69.7938434,29.19060302,2024,1,3,15,12,0,124.9154024,179.7933065,0,1,1,0,0,0,0,1,0,98.82630305,93.75082,5631207.465,2365.46738,1666.412844
349,1/15/2024 13:00,Cell77,142,4.705724736,57.57403853,4538,35,Cell20,Cell60,10,0,-89,-8.8370615,11.38110936,80.87345804,72.4494966,2024,1,3,15,13,0,67.84164956,129.5927229,0,1,1,0,0,1,0,0,0,202.4558565,203.68663,20537152.24,4518.764093,3181.40232
350,1/15/2024 14:00,Cell69,73,3.053921349,89.60615708,2831,56,Cell91,Cell75,5,3,-74,-15.58706381,1.238820036,71.81814646,89.89004675,2024,1,3,15,14,0,145.7073213,129.9020844,0,1,0,0,1,0,0,0,1,233.0861261,235.45555,38795837.73,6274.923809,4327.875084
351,1/15/2024 15:00,Cell58,46,3.056681735,72.99231823,3927,54,Cell97,Cell72,7,10,-107,-17.70896858,-1.303920343,60.52758214,48.03609043,2024,1,3,15,15,0,204.2197392,268.3714482,0,1,0,1,0,0,0,1,0,233.9243668,218.49397,18485897.97,4285.528637,3019.494134
352,1/15/2024 16:00,Cell44,121,3.682198211,62.81225325,1019,35,Cell2,Cell21,12,7,-86,-9.699160189,14.25616227,53.01105934,82.8234931,2024,1,3,15,16,0,213.4990605,234.216234,0,1,0,1,0,0,0,0,1,150.7550085,148.69606,9969680.672,3214.920771,2170.74602
353,1/15/2024 17:00,Cell74,136,1.666021161,61.9819731,2006,34,Cell77,Cell72,14,4,-107,-3.077863859,1.096253668,45.79120297,14.1552874,2024,1,3,15,17,0,142.3363127,113.6967884,0,1,0,0,1,1,0,0,0,169.535293,162.78084,7356345.778,2731.455934,1885.237093
354,1/15/2024 18:00,Cell56,123,3.502379507,32.62590494,2893,27,Cell2,Cell37,1,4,-120,-2.451901768,20.1660388,99.02527391,2.36959522,2024,1,3,15,18,0,213.3137659,139.2670887,0,1,0,1,0,0,1,0,0,119.0313448,124.657845,9345988.767,3100.137994,2110.290623
355,1/15/2024 19:00,Cell43,64,4.581169167,87.43886624,1562,33,Cell69,Cell24,5,1,-70,-1.260415084,35.68360668,24.80026111,35.45984604,2024,1,3,15,19,0,201.7258301,182.6054118,0,1,1,0,0,1,0,0,0,206.7586204,203.0598,3974353.121,2057.267586,1352.302055
356,1/15/2024 20:00,Cell89,133,0.054477365,85.69065962,841,53,Cell70,Cell48,19,3,-73,-1.274524293,12.86238913,87.24754014,9.47742129,2024,1,3,15,20,0,106.8664351,114.1128815,0,1,0,1,0,0,1,0,0,184.4721389,182.17622,52313322.69,7304.361065,5013.351005
357,1/15/2024 21:00,Cell34,106,4.350565206,70.94428264,4730,24,Cell50,Cell23,1,3,-63,-0.62679592,33.76532538,57.01855869,92.03399779,2024,1,3,15,21,0,101.1392023,148.7841946,0,1,0,0,1,0,0,0,1,231.685943,237.05457,15432785.44,3918.177902,2757.136117
358,1/15/2024 22:00,Cell30,50,1.093091656,35.94069898,2203,17,Cell96,Cell88,14,10,-80,-5.56522867,36.73295327,88.53360258,34.38722123,2024,1,3,15,22,0,112.2493458,220.32499,0,1,1,0,0,0,0,0,1,116.6462217,112.37237,9320201.993,3058.485258,2133.128279
359,1/15/2024 23:00,Cell71,183,2.279616369,42.4700338,812,52,Cell48,Cell13,0,8,-108,-17.7694139,19.9506533,29.94156869,14.6320445,2024,1,3,15,23,0,270.9983325,141.5442261,0,1,0,0,1,0,0,1,0,110.9352801,103.1478,1456326.544,1200.207832,849.3767111
360,1/16/2024 0:00,Cell70,56,4.261739005,41.03457215,3899,34,Cell24,Cell59,10,6,-64,-7.643088953,19.21250898,98.62499657,1.775287976,2024,1,3,16,0,1,149.47639,87.69054005,0.781831482,0.623489802,0,0,1,1,0,0,0,154.3415972,158.27429,15059421.89,3908.374969,2697.181158
361,1/16/2024 1:00,Cell55,55,4.119560637,61.17470911,3761,44,Cell81,Cell5,7,6,-95,-7.821901445,25.15016441,45.15726799,63.31222377,2024,1,3,16,1,1,168.8402526,161.2066389,0.781831482,0.623489802,0,0,1,0,1,0,0,192.4198154,198.10353,7011616.162,2657.150756,1847.140702
362,1/16/2024 2:00,Cell67,138,4.459637391,42.46823247,3197,33,Cell9,Cell15,8,8,-106,-17.85583935,-3.011358938,51.67323798,38.34435969,2024,1,3,16,2,1,168.484533,163.2881565,0.781831482,0.623489802,0,0,1,0,0,0,1,143.7390447,149.9967,4385482.865,2101.329613,1460.902653
363,1/16/2024 3:00,Cell13,24,4.702083963,71.74803369,1709,55,Cell40,Cell24,14,8,-111,-5.94345533,20.48636383,93.77594282,46.14347333,2024,1,3,16,3,1,179.5996118,188.8925031,0.781831482,0.623489802,1,0,0,0,1,0,0,183.5101126,174.6447,41281400.84,6563.715529,4402.53397
364,1/16/2024 4:00,Cell3,193,2.235784784,62.71379316,1064,49,Cell40,Cell75,4,4,-104,-11.71983363,17.93133337,82.25426123,7.894557533,2024,1,3,16,4,1,101.4205442,221.9964782,0.781831482,0.623489802,0,1,0,1,0,0,0,146.9172275,145.66449,25450886.26,5014.508671,3552.814752
365,1/16/2024 5:00,Cell26,71,3.281819054,31.05949062,4281,47,Cell2,Cell56,8,0,-111,-18.59552634,1.359140895,91.05866431,37.22485096,2024,1,3,16,5,1,220.6303391,97.78978133,0.781831482,0.623489802,0,1,0,0,1,0,0,145.4343344,153.51846,7370502.454,2707.117575,1905.846929
366,1/16/2024 6:00,Cell57,68,1.952392203,74.64343422,2508,30,Cell73,Cell81,3,1,-74,-1.298872462,25.21510802,89.15522061,71.61279364,2024,1,3,16,6,1,181.5702434,178.0301102,0.781831482,0.623489802,0,0,1,1,0,0,0,206.3226651,197.65788,42236202.08,6492.053191,4554.081827
367,1/16/2024 7:00,Cell24,25,1.753583587,41.3297242,1718,10,Cell6,Cell8,9,10,-111,-16.16414128,30.09120254,61.80413642,42.84470772,2024,1,3,16,7,1,189.1951655,101.3616856,0.781831482,0.623489802,1,0,0,0,0,1,0,112.9692612,115.02987,6048422.358,2452.214052,1726.56039
368,1/16/2024 8:00,Cell53,142,2.157977053,79.49310718,3332,35,Cell19,Cell88,3,7,-60,-17.52090847,1.275248744,26.74207921,33.47695556,2024,1,3,16,8,1,146.7912482,275.6267559,0.781831482,0.623489802,1,0,0,0,0,1,0,223.4705723,226.8095,4029523.092,2020.575782,1395.971479
369,1/16/2024 9:00,Cell70,157,3.715380674,51.30272623,2593,19,Cell97,Cell91,4,5,-86,-15.94575434,-8.512383448,59.74569758,69.77450022,2024,1,3,16,9,1,154.3415972,177.164991,0.781831482,0.623489802,0,1,0,0,0,1,0,145.9378636,157.54466,8865533.706,2955.068742,2100.077574
370,1/16/2024 10:00,Cell43,137,2.507203736,50.3171808,1472,35,Cell19,Cell42,18,9,-113,-4.714345041,16.06733337,99.72802457,17.0072194,2024,1,3,16,10,1,206.7586204,165.5568154,0.781831482,0.623489802,0,0,1,1,0,0,0,122.4525636,131.41966,23268472.12,4868.987837,3345.23951
371,1/16/2024 11:00,Cell60,42,4.070298372,30.70904015,698,11,Cell33,Cell7,20,7,-111,-4.575866907,-1.319523022,68.16285513,75.15413552,2024,1,3,16,11,1,204.2821007,107.2830148,0.781831482,0.623489802,0,0,1,0,0,1,0,68.11270163,72.799255,4372007.092,1995.343959,1533.773137
372,1/16/2024 12:00,Cell58,164,3.726092386,89.26373898,944,49,Cell61,Cell24,12,2,-56,-18.28507976,-8.445218539,97.39081316,42.36068564,2024,1,3,16,12,1,233.9243668,191.1391687,0.781831482,0.623489802,0,0,1,0,0,0,1,194.3469827,197.5132,70756653.56,8507.813572,5821.666997
373,1/16/2024 13:00,Cell49,129,0.102392306,66.72026035,136,23,Cell30,Cell27,20,2,-52,-9.744466596,10.87772975,82.83939557,21.77083591,2024,1,3,16,13,1,149.376827,125.4814553,0.781831482,0.623489802,1,0,0,0,0,1,0,136.6422259,137.71957,29316445.5,5378.506384,3815.466672
374,1/16/2024 14:00,Cell42,63,3.151190786,55.36380997,1225,42,Cell62,Cell3,10,5,-73,-6.197459277,18.00526095,93.91170424,70.07910246,2024,1,3,16,14,1,245.5560762,203.5426079,0.781831482,0.623489802,0,1,0,0,0,0,1,125.2425062,136.26259,25228480.41,5051.034233,3496.301049
375,1/16/2024 15:00,Cell76,60,2.182855617,35.79728427,4988,48,Cell13,Cell86,11,10,-101,-6.340786165,27.62558256,14.15499535,32.20092286,2024,1,3,16,15,1,146.1820206,128.1752303,0.781831482,0.623489802,0,0,1,1,0,0,0,165.1532148,169.89911,210134.9691,457.7581128,321.3366935
376,1/16/2024 16:00,Cell100,162,2.283144946,71.94888385,2702,10,Cell18,Cell48,13,3,-53,-6.58124324,8.226056145,75.94713533,65.40785382,2024,1,3,16,16,1,230.5986365,143.4900654,0.781831482,0.623489802,0,1,0,0,0,0,1,191.4507681,199.00348,27979547.75,5317.415599,3683.308754
377,1/16/2024 17:00,Cell66,191,4.091865269,46.9638282,4716,39,Cell2,Cell22,12,3,-75,-11.51390028,0.65334918,47.20414309,2.201514579,2024,1,3,16,17,1,82.65234024,92.53115692,0.781831482,0.623489802,1,0,0,1,0,0,0,183.3145934,184.4372,4556627.833,2123.719295,1501.911995
378,1/16/2024 18:00,Cell11,69,2.73803993,89.2968491,2204,46,Cell3,Cell40,3,10,-85,-11.81719549,6.397231253,69.07531656,92.61163729,2024,1,3,16,18,1,169.7294383,89.03451905,0.781831482,0.623489802,0,0,1,0,1,0,0,215.9953167,221.41052,35383385.25,6010.835954,4120.619804
379,1/16/2024 19:00,Cell98,71,4.428109117,87.03284155,3326,27,Cell6,Cell48,12,3,-120,-1.612214555,15.03613105,60.36784608,13.52821974,2024,1,3,16,19,1,173.5677955,214.3877851,0.781831482,0.623489802,0,1,0,0,1,0,0,234.4882467,243.13295,25737747.92,5107.584495,3527.386294
380,1/16/2024 20:00,Cell90,89,3.564027962,74.11780073,2228,39,Cell28,Cell49,4,1,-71,-0.934308487,23.57061263,56.01747614,80.38612552,2024,1,3,16,20,1,195.6654951,183.8093782,0.781831482,0.623489802,0,0,1,0,1,0,0,202.4732087,187.88457,16691067.15,4022.756857,2904.412923
381,1/16/2024 21:00,Cell18,170,2.764200044,88.26431582,2456,36,Cell77,Cell29,20,6,-61,-16.47261545,21.80647927,72.142288,30.21399239,2024,1,3,16,21,1,221.3236852,156.8492332,0.781831482,0.623489802,0,0,1,0,1,0,0,227.5432368,219.89096,37656263.1,6208.183088,4245.9096
382,1/16/2024 22:00,Cell85,191,3.772689881,36.33803175,4948,58,Cell84,Cell74,8,4,-92,-0.089986312,16.44892881,94.99848589,37.5132387,2024,1,3,16,22,1,161.0944759,207.9837322,0.781831482,0.623489802,1,0,0,0,0,1,0,176.8899268,169.2044,11019032.82,3321.721479,2322.08601
383,1/16/2024 23:00,Cell100,128,0.191745255,46.79492163,3802,58,Cell32,Cell17,0,4,-101,-17.24831533,2.773697666,62.60848573,40.39669274,2024,1,3,16,23,1,191.4507681,250.7603072,0.781831482,0.623489802,0,0,1,0,0,0,1,176.0167108,174.44707,8079770.532,2821.355776,2004.653019
384,1/17/2024 0:00,Cell52,137,0.135418274,45.19459733,3099,39,Cell60,Cell7,11,6,-92,-4.271903324,18.10969311,67.6034363,45.41800875,2024,1,3,17,0,2,213.2628741,214.7821943,0.974927912,-0.222520934,1,0,0,0,0,1,0,155.7228066,151.22083,8681245.346,2943.512048,2064.496983
385,1/17/2024 1:00,Cell46,128,0.416746635,34.32075951,3734,54,Cell31,Cell43,16,4,-105,-17.91437047,24.43552944,24.69646744,49.90652728,2024,1,3,17,1,2,225.6169923,142.4410347,0.974927912,-0.222520934,1,0,0,0,0,0,1,147.4031244,146.10507,637532.0628,789.5842926,565.1992423
386,1/17/2024 2:00,Cell44,114,2.187826626,88.33359588,4966,45,Cell61,Cell35,0,0,-81,-7.51927644,34.72648789,56.96864639,80.77760909,2024,1,3,17,2,2,150.7550085,157.0701597,0.974927912,-0.222520934,0,0,1,0,0,1,0,278.6328606,276.97513,23440250.47,4887.943146,3356.867058
387,1/17/2024 3:00,Cell22,63,1.177250728,33.5984452,4707,30,Cell9,Cell40,18,1,-104,-8.918287061,-9.860719465,90.54928293,43.9694012,2024,1,3,17,3,2,146.356404,193.9755073,0.974927912,-0.222520934,0,1,0,0,0,0,1,164.32436,159.29308,8543064.007,2919.167392,2048.578927
388,1/17/2024 4:00,Cell53,199,4.921306472,81.40133424,1538,25,Cell67,Cell67,4,4,-101,-0.02594047,19.17320986,44.6913176,46.11857621,2024,1,3,17,4,2,223.4705723,132.5252502,0.974927912,-0.222520934,1,0,0,0,0,1,0,202.1316611,191.14043,12733333.56,3512.84023,2537.358067
